C_Class_Name,C_Model_Number,C_SKU_Name,C_SKU_Nbr,C_Sub_Class_2,C_Sub_Class_Nbr,C_dept_2,C_Sales_Units,C_Str_OH_units_wkly
BOARDS,UNKNOWN,1X8-10FT SHIPLAP BOARD,701335,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,,
FENCING,UNKNOWN,DIS 6X8 REDWOOD SHADOWBOX SUNBURST,1002191533,021-008-018-EVENTS,021-008-018,21-LUMBER,0.0,
BOARDS,345596,1 IN. X 8 IN. X 8 FT. TIMELESS CAVAL,1003912167,021-005-010-HARDWOOD,021-005-010,21-LUMBER,277.0,
BOARDS,377954,TIMELESS NICKEL  1 IN.X 6 IN. X 4 FT,1004712922,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,63.0,
FENCING,153794,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000344960,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,2.0,
BOARDS,UNKNOWN,2X8-16FT J GRADE SELECT SPF FASCIA,702137,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,43991.0,1617.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-10FT #2 PT,255709,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,191472.0,0.0
BOARDS,UNKNOWN,1X6-10FT COMMON BOARD,914789,021-005-002-WHITEWOOD,021-005-002,21-LUMBER,16778.0,1475.0
LANDSCAPE,162629,6' PRE-ASSEMBLED ALUMINUM RAIL,1000000560,021-007-006-SPECIALTY,021-007-006,21-LUMBER,352693.0,15121.0
BOARDS,UNKNOWN,1X6-6FT COMMON BOARD,914762,021-005-002-WHITEWOOD,021-005-002,21-LUMBER,36069.0,1998.0
PRESSURE TREATED/DECKING,UNKNOWN,8FT LANDSCAPE TIMBER,129430,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,18898533.0,195022.0
FENCING,UNKNOWN,"5""X5"" VERANDA WHT VNL PYRMD POST TOP",1000342268,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,1181.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X4-16FT #2 PT WEATHERSHIELD,829484,021-020-006-PT BOARDS,021-020-006,21-LUMBER,825.0,0.0
LANDSCAPE,217874,6' PT CEDAR-TONE FILL-IT STRIP,1001311057,021-007-006-SPECIALTY,021-007-006,21-LUMBER,138577.5,16799.0
PRESSURE TREATED/DECKING,UNKNOWN,2X2-8FT #1 PT WEATHERSHIELD,302477,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,8136939.1,172764.0
FENCING,162525,4X4-6' MOULDED PT CEDAR TONE POST,1000345016,021-008-012-POST/RAIL,021-008-012,21-LUMBER,14076.0,0.0
FENCING,UNKNOWN,"DIS 42""X8' FG SPACED PKT 1X4",1001088675,021-008-018-EVENTS,021-008-018,21-LUMBER,73.0,0.0
INSULATION,UNKNOWN,S/O UNIVERSAL FOREST - 247-720,247720,022-004-060-S/O INSULATION,022-004-060,22-BUILDING MATERIALS,,426.0
FENCING,181979,6 FT. X 3-1/2 FT. MANCHESTER SPACED,1000344651,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,512.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,4X4-10FT #2 PT CEDAR-TONE GC,1000004799,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,547444.0,11644.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-8' #2 PRME PT RWD-TN WS LVR KIT,1000010386,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,511.0,0.0
CONCRETE,UNKNOWN,"5/8""X20' #5 REBAR",918999,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,301516.0,12611.0
BOARDS,212528,"3/8"" 2'X4' PVC SHEET WHITE",1001598421,021-005-018-PRIMED PVC,021-005-018,21-LUMBER,41331.0,853.0
PRESSURE TREATED/DECKING,UNKNOWN,5/8 4X8 FIRE RATED PLYWOOD,759761,021-020-008-FIRE RETARDANT TREATED,021-020-008,21-LUMBER,4552.0,435.0
PRESSURE TREATED/DECKING,UNKNOWN,6X6-8FT #2 PT GC_CS,601021,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,4597.0,136.0
FENCING,UNKNOWN,DIS DURACOLOR SPLT RL 3HOLE LINE PST,1001194094,021-008-018-EVENTS,021-008-018,21-LUMBER,2.0,0.0
BOARDS,345600,1 IN. X 4 IN. X 8 FT. TIMELESS MIDNI,1003912170,021-005-010-HARDWOOD,021-005-010,21-LUMBER,27.0,
BOARDS,251199,1 IN. X 6 IN. X 6 FT. BARN WOOD GRAY,1001762548,021-005-010-HARDWOOD,021-005-010,21-LUMBER,10906.0,
LAWN ACCESSORIES,418751,48 IN. HOG WIRE TRELLIS,1005481501,028-023-005-TRELLIS/SHEP HOOKS/ARBOR,028-023-005,28-SEASONAL/GARDEN,447.0,
LAWN ACCESSORIES,153189,32 IN. CEDAR COMPOST BIN,1002507937,028-023-020-RAIN BARRELS/COMPOSTERS,028-023-020,28-SEASONAL/GARDEN,32.0,
PRESSURE TREATED/DECKING,206721,PRESSURE-TREATED 2 IN. X 3 IN. X 2.5,1001404907,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,7.0,
LAWN ACCESSORIES,268311,24 IN. X 24 IN. GRAY RUSTIC RAISED G,1002428793,028-023-012-GREEN GARDENING,028-023-012,28-SEASONAL/GARDEN,35.0,
PRESSURE TREATED/DECKING,UNKNOWN,"SO DLVD 23/32"" 4X8 PT RTD SHEATHING",1000021408,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,,
FENCING,UNKNOWN,"DISP 42""X8' PT PINE FR DE PANEL",1001085056,021-008-018-EVENTS,021-008-018,21-LUMBER,9.0,
BOARDS,326270,1 IN. X 8 IN. X 6 FT. BARN WOOD LIGH,1003521612,021-005-010-HARDWOOD,021-005-010,21-LUMBER,557.0,
FENCING,153796,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000344892,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,4.0,
LANDSCAPE,132351,4 IN. X 4 IN. VINYL SOLAR LIGHT HARV,1000244322,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,55.0,
LAWN ACCESSORIES,166231,36 IN. 3-TIER VERTICAL GARDEN PLANTE,1002507939,028-023-012-GREEN GARDENING,028-023-012,28-SEASONAL/GARDEN,32.0,
FENCING,153805,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345001,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,4.0,
FENCING,153648,PRO SERIES 6 FT. X 4 FT. ANAHEIM MAH,1000344934,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,2.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X8-10FT #2PRIME PT GC,1001753993,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,3040539.0,55138.0
FENCING,201569,3.5 FT. X 6 FT. CEDAR FENCE GATE WIT,1001276252,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,32.0,0.0
PRESSURE TREATED/DECKING,314585,1X4-4 APP GRD PINE AG CDRTN PT WSHD,1002854744,021-020-006-PT BOARDS,021-020-006,21-LUMBER,75611.0,14194.0
FENCING,UNKNOWN,"4""X8' PT PINE AGRICULTURE POST",482482,021-008-012-POST/RAIL,021-008-012,21-LUMBER,78638.5,1771.0
BOARDS,UNKNOWN,1X6-12FT PREM SHIPLAP BOARD,905178,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,319028.48,35668.0
FENCING,131171,WINDHAM FENCE RAIL BRACKET (2-PACK),1000342251,021-008-002-REDWOOD PICKETS,021-008-002,21-LUMBER,21033.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,6X6-12FT #2 PT CEDAR-TONE GC,1000004813,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,49841.75,2055.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-10 #1 PT REDWOOD-TONE,745637,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,3133.0,0.0
FENCING,UNKNOWN,2-HOLE WESTERN RED CEDAR LINE POST,254908,021-008-012-POST/RAIL,021-008-012,21-LUMBER,11903.0,47.0
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 6X6-8FT ROUGH PT PP GC,1000019471,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,9.0,0.0
DIMENSIONAL LUMBER,55529,"2X6-22 7/16"" VENTED FRIEZE BOARD",809535,021-003-009-FASCIA,021-003-009,21-LUMBER,129037.0,9632.0
BOARDS,748005,1X6-8FT T&G POND PINE BOARD,748005,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,59390.0,1361.0
DIMENSIONAL LUMBER,UNKNOWN,2X4-16FT STD/BTR KD-HT PRIME SPF,161683,021-003-002-NARROW,021-003-002,21-LUMBER,14929.0,1148.0
PRESSURE TREATED/DECKING,UNKNOWN,1X6-12FT D-GRD PT GC WEATHERSHIELD,1001786856,021-020-006-PT BOARDS,021-020-006,21-LUMBER,260042.0,3835.0
DIMENSIONAL LUMBER,151682,OFFICIAL ACA SIZED RED CORN-FILLED D,1000338956,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,265.0,0.0
DIMENSIONAL LUMBER,UNKNOWN,2X4-10FT STD/BTR KD-HT PRIME SPF,161659,021-003-002-NARROW,021-003-002,21-LUMBER,16099.0,989.0
FENCING,UNKNOWN,"42""X8' GOTHIC PRIMED PANEL",174006,021-008-011-WHITEWOOD PANELS,021-008-011,21-LUMBER,1291.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X8-8FT #2 PRIME PT CEDAR-TONE GC,1001802026,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,516392.0,8956.0
PRESSURE TREATED/DECKING,116426,12 IN. SQUARE TIFFANY JADE GEO GARDE,1000347382,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,419.0,0.0
HOME & MOBILE ELECTRONIC,UNKNOWN,WHITE WIRED DOOR CHIME,1000506769,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,198.0,0.0
FENCING,UNKNOWN,"5/8""X5-1/2""X8' PT PINE DOG EAR PCKT",884831,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,11510536.3,214515.0
LANDSCAPE,UNKNOWN,"4X4-54"" PT FIR TURN FINIAL-RDY POST",648478,021-007-006-SPECIALTY,021-007-006,21-LUMBER,881.0,6.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X4-10FT PREM PT WEATHERSHIELD,237895,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,78678.0,2226.0
PRESSURE TREATED/DECKING,103865,1X6-4 APP GRD PINE AG PRESSURE-TREAT,1003620751,021-020-006-PT BOARDS,021-020-006,21-LUMBER,4691.0,951.0
LAWN ACCESSORIES,156445,28 IN. L X 19 IN. W X 20 IN. H JUMBO,1000570680,028-023-008-LAWN DECOR,028-023-008,28-SEASONAL/GARDEN,60.0,0.0
PRESSURE TREATED/DECKING,87644,5.5 IN. X 5.5 IN. WRC WHITE HIGH POI,1000348106,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,160.0,0.0
SHIMS & WOOD SHINGLES,UNKNOWN,#1 CEDAR SHINGLES,513938,021-015-002-CEDAR,021-015-002,21-LUMBER,,
FENCING,241287,3-1/2 FT. X 8 FT. WESTERN RED CEDAR,1002243585,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,2560.0,
LANDSCAPE,423537,6 FT. PRESSURE-TREATED STAIR RAILING,1005590881,021-007-006-SPECIALTY,021-007-006,21-LUMBER,56.0,
FENCING,217784,3.5 FT. X 6 FT. CEDAR SPACED PICKET,1001395829,021-008-009-WRC PANELS,021-008-009,21-LUMBER,1354.0,
FENCING,182003,PRO SERIES 5 IN. X 5 IN. X 86 IN. VI,1000344965,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,0.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVD 2X4-8' #2 PR PT R-TN WS LVR KIT,1000019480,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,2.0,
PLYWOOD,231268,1/2 IN. X 2 FT. X 4 FT. CORK BOARD P,1001606079,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,403.0,
LANDSCAPE,193989,#10 1-1/2 IN. PHILLIPS PAN HEAD BLAC,1002165064,021-007-002-LATTICE,021-007-002,21-LUMBER,1294.0,
BOARDS,285854,1 IN. X 6 IN. X 6 FT. SQUARE EDGE WH,1002433310,021-005-010-HARDWOOD,021-005-010,21-LUMBER,674.0,
LANDSCAPE,144334,5 IN. X 5 IN. VINYL STAINLESS STYLEP,1000244181,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,20.0,
FENCING,306118,LEWISTON 6 FT. H X 6 FT. W VINYL ARC,1002796593,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,130.0,
HARDSCAPES,204921,10 IN. X 8 IN. X 5 IN. FIBERLITE IMI,1001687404,028-028-005-LANDSCAPE ROCK,028-028-005,28-SEASONAL/GARDEN,901.0,
BOARDS,283980,1 IN. X 6 IN. X 4 FT. SQUARE EDGE PI,1002342425,021-005-010-HARDWOOD,021-005-010,21-LUMBER,179.0,
BOARDS,350721,1 IN. X 4 IN. X 8 FT. TIMELESS FARMH,1003912120,021-005-010-HARDWOOD,021-005-010,21-LUMBER,128.0,
FENCING,144066,"4""X4"" CLASSIC STYLE POST CAP",1000342554,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,8459.0,0.0
BOARDS,268560,1X2-8FT BARN WOOD TRIM (GREY),1002147773,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,69174.0,0.0
LANDSCAPE,UNKNOWN,"6""X6"" NEWBURY CLASSIC PT POST CAP",1000340555,021-007-006-SPECIALTY,021-007-006,21-LUMBER,6118.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X4-12FT PT CEDAR-TONE WEATHERSHIELD,1000004830,021-020-006-PT BOARDS,021-020-006,21-LUMBER,223364.0,19953.0
BOARDS,UNKNOWN,1X3-8FT #2/BTR S1S2E TRIM BOARD,315185,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,104583.0,1512.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-8FT #1 PT WEATHERSHIELD GC,1001787122,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,3670964.0,27997.0
LANDSCAPE,41802,1 FT. PINE GRADE STAKE (50-PACK),1000340405,021-007-004-STAKES,021-007-004,21-LUMBER,390.0,0.0
PRESSURE TREATED/DECKING,107362,5/4X6-10FT PREM RED PT WTHRSHLD,362761,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,303334.4,5535.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-12' KDAT PT PREM DECKING WHSHLD,1000010811,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,1128.0,
FENCING,144719,PRO SERIES 6 FT. X 4 FT. WOODBRIDGE,1000342082,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,65.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-8FT #1 PT REDWOOD-TONE,621980,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,3824.0,0.0
LANDSCAPE,UNKNOWN,"4""X4"" PT NEWPORT PYRAMID POST CAP",1000340598,021-007-006-SPECIALTY,021-007-006,21-LUMBER,7303.0,0.0
FENCING,UNKNOWN,"4""X7' PT ROUND POST",530904,021-008-012-POST/RAIL,021-008-012,21-LUMBER,17136.0,35.0
FENCING,107048,6'X8' PT LATTICE TOP FENCE PANEL,1000000580,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,400.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-12FT #2 PT GC,1001786883,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,200390.0,6780.0
PLYWOOD,UNKNOWN,1/4 2X4 SANDE PLYWOOD,103064,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,1370878.9000000001,14863.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-16FT #2 PT GC,1001786884,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,184342.0,4939.0
LANDSCAPE,UNKNOWN,"4X4-54"" RED PT NO-NOTCH CAP-RDY",719458,021-007-006-SPECIALTY,021-007-006,21-LUMBER,3390.0,435.0
PRESSURE TREATED/DECKING,132389,4 IN. X 4 IN. VINYL SOLAR LIGHT WHIT,1000345536,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1032.0,0.0
LAWN ACCESSORIES,UNKNOWN,24 X 42 CEDAR RECTANGLE TRELLIS,1001682789,028-023-005-TRELLIS/SHEP HOOKS/ARBOR,028-023-005,28-SEASONAL/GARDEN,8383.0,981.0
SIDING,177303,"7/16"" 4'X8' PRIMED SOLID SOFFIT",1001824713,021-002-005-SOLID WOOD,021-002-005,21-LUMBER,276.0,15.0
PRESSURE TREATED/DECKING,275086,1X4-4' APP GRADE PINE GC PT WSHLD,1002275171,021-020-006-PT BOARDS,021-020-006,21-LUMBER,1172567.0,117128.0
FENCING,UNKNOWN,DIS WW DE PRIVACY 2X4 RAIL 1X4,1001194322,021-008-018-EVENTS,021-008-018,21-LUMBER,11.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-16FT #1 PT RWD-TN WEATHERSHIELD,367762,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,75672.0,0.0
PLYWOOD,UNKNOWN,S/O_IP_21-1-60_PLYWOOD_UFP,1000016625,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,,
BOARDS,326272,1 IN. X 8 IN. X 4 FT. BARN WOOD LIGH,1003521616,021-005-010-HARDWOOD,021-005-010,21-LUMBER,260.0,
PLYWOOD,237624,1/4 IN. X 2 FT. COMPOSITE BLACK ROUN,1001713568,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,3.0,
PRESSURE TREATED/DECKING,364198,WESTERN RED CEDAR 8 FT. RAILING KIT,1004319132,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1000.0,
PLYWOOD,438049,1/4 IN. X 1 FT. X 1-5/8 FT. BIRCH PL,1005910754,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,58.0,
LANDSCAPE,UNKNOWN,STAIR & STRAIGHT ALUM BAL CONN 20PK,1001402932,021-007-006-SPECIALTY,021-007-006,21-LUMBER,2811.0,
MISCELLANEOUS,UNKNOWN,VENDOR MINIMUM ORDER FEE_UNIVERSAL,1000013990,021-090-002-DELIVERY,021-090-002,21-LUMBER,3612.0,
LANDSCAPE,82982,6 IN. X 6 IN. WESTERN RED CEDAR JEWE,1001731310,021-007-006-SPECIALTY,021-007-006,21-LUMBER,108.0,
LANDSCAPE,236605,"104"" BLACK SECONDARY HANDRAIL",1001643080,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,3.0,
BOARDS,311589,1 IN. X 6 IN. X 8 FT. SMOKE WHITE CH,1003009772,021-005-010-HARDWOOD,021-005-010,21-LUMBER,654.0,
FENCING,UNKNOWN,DISP 6'X8' TRTD SCALLOP 2X4 BACK 1X6,1001088145,021-008-018-EVENTS,021-008-018,21-LUMBER,1.0,
LANDSCAPE,UNKNOWN,"2X3-36"" PT CLASSIC SPINDLE",440626,021-007-006-SPECIALTY,021-007-006,21-LUMBER,628540.0,18215.0
BOARDS,UNKNOWN,1X8-12FT COMMON BOARD,914851,021-005-002-WHITEWOOD,021-005-002,21-LUMBER,1228.0,42.0
FENCING,UNKNOWN,"4"" BOARD X BOARD FNC PNL - 2X4 BACKR",1005095625,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,14405.0,1010.0
BOARDS,UNKNOWN,1X6-10FT KNOTTY T&G BOARD,604445,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,953.0,0.0
PRESSURE TREATED/DECKING,189301,6 IN. X 6 IN. WOOD FLAT FANCY POST C,1000348089,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,4778.0,0.0
LANDSCAPE,319610,4X8 WHITE GINGER DOVE VINYL LATTICE,1002925004,021-007-002-LATTICE,021-007-002,21-LUMBER,1165.0,443.0
FENCING,144065,"5""X5"" CLASSIC STYLE POST CAP",1000342539,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,5786.0,0.0
LANDSCAPE,287872,6' PT WRC STR RAIL KIT W/ALUM BAL,1002428372,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1884.0,253.0
DIMENSIONAL LUMBER,151681,OFFICIAL ACA SIZED HUNTER GREEN CORN,1000339186,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,112.0,0.0
DIMENSIONAL LUMBER,UNKNOWN,2X10-14FT #2 PRIME KD SYP,251984,021-003-003-WIDE,021-003-003,21-LUMBER,2461.0,121.0
HOME & MOBILE ELECTRONIC,245807,WHITE WIRED DOOR CHIME KIT,1000504381,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,798.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,UFP S/O_21-20-60_PT LUMBER,1000013847,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,1039147.0,5090.0
PRESSURE TREATED/DECKING,107362,5/4X6-8FT PREM RED PT WTHRSHLD,362706,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,520286.0,7167.0
LANDSCAPE,144229,4 IN. X 4 IN. VINYL BLACK STYLEPOINT,1000244187,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,181.0,0.0
LANDSCAPE,71993,3/4 IN. X 26 IN. TAUPE ALUMINUM ROUN,1000339898,021-007-006-SPECIALTY,021-007-006,21-LUMBER,141.0,0.0
FENCING,125948,TRU-CLOSE WHITE VINYL FENCE HINGE SE,1000342500,021-008-002-REDWOOD PICKETS,021-008-002,21-LUMBER,109.0,0.0
PRESSURE TREATED/DECKING,601056,6X6-10FT #2 PT GC_CS,601056,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,668.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X6-8FT D-GRD PT GC WEATHERSHIELD,1001786854,021-020-006-PT BOARDS,021-020-006,21-LUMBER,364951.0,4881.0
LAWN ACCESSORIES,352778,"48"" MODERN FAN TRELLIS",1003933836,028-023-005-TRELLIS/SHEP HOOKS/ARBOR,028-023-005,28-SEASONAL/GARDEN,10993.0,2051.0
LANDSCAPE,190155,"1/2"" 4X8 SQUARE PT SPF LATTICE",1000993472,021-007-002-LATTICE,021-007-002,21-LUMBER,45838.0,2415.0
DIMENSIONAL LUMBER,UNKNOWN,"29"" CONTRACTOR SAWHORSE",378739,021-003-006-KITS & HARDWARE,021-003-006,21-LUMBER,119272.0,7874.0
BOARDS,UNKNOWN,1X6-8FT PREM T&G BOARD,168955,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,307475.0,7989.0
FENCING,363366,"1""X6"" 6FT FLAT TOP PICKET",1005592716,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,185890.0,76220.0
LANDSCAPE,71998,3/4 IN. X 32 IN. TAUPE ALUMINUM ROUN,1000339966,021-007-006-SPECIALTY,021-007-006,21-LUMBER,246.0,0.0
BOARDS,UNKNOWN,194-688 S/O TRIM/FACIA/BOARDS,194688,021-005-060-S/O BOARDS,021-005-060,21-LUMBER,,
LANDSCAPE,132501,5 IN. X 5 IN. VINYL SOLAR LIGHT PEAR,1000244305,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,41.0,0.0
HARDSCAPES,430924,1 IN. X 12 IN. X 12 IN. SQUARE POLYP,1005894556,028-028-014-STEP STONES,028-028-014,28-SEASONAL/GARDEN,11.0,
HARDSCAPES,430921,1 IN. X 12 IN. X 12 IN. SQUARE POLYP,1005894610,028-028-014-STEP STONES,028-028-014,28-SEASONAL/GARDEN,22.0,
PRESSURE TREATED/DECKING,68479,5 IN. X 5 IN. NATURAL REDWOOD COMPOS,1002146373,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,308.0,
DIMENSIONAL LUMBER,157217,WOODEN CORNHOLE TOSS GAME SET WITH Y,1000338778,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,115.0,
BOARDS,276589,1 IN. X 8 IN. X 4 FT. UNFINISHED PIN,1002185258,021-005-010-HARDWOOD,021-005-010,21-LUMBER,216.0,
LANDSCAPE,117619,4 IN. X 4 IN. TIFFANY-STYLE REDWOOD,1001862570,021-007-006-SPECIALTY,021-007-006,21-LUMBER,35.0,
BOARDS,74754,4 IN. X 32 IN. CLEAR GLASS BALUSTER,1002095086,021-005-014-COMPOSITION,021-005-014,21-LUMBER,4896.0,
HARDSCAPES,204956,28 IN. X 19 IN. X 20 IN. FIBERLITE J,1001687417,028-028-005-LANDSCAPE ROCK,028-028-005,28-SEASONAL/GARDEN,791.0,
PLYWOOD,349715,1.25 IN. X 2 FT. X 3 FT. RUSTIC WHIT,1003804461,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,8.0,
FENCING,194922,WHITE VINYL GOTHIC FENCE POST TOP (C,1001266525,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,4546.0,
PRESSURE TREATED/DECKING,298645,8 FT. ALUMINUM PRESSURE-TREATED SOUT,1003091862,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,14322.0,
FENCING,322998,1 IN. X 6 IN. X 6 FT. PRESSURE-TREAT,1003589747,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,2546.0,
LANDSCAPE,125934,180 DEGREE WHITE HANDRAIL POST RETUR,1000340470,021-007-006-SPECIALTY,021-007-006,21-LUMBER,39.0,0.0
DIMENSIONAL LUMBER,UNKNOWN,2X10-12FT #2/BTR PRIME DOUG FIR,603708,021-003-003-WIDE,021-003-003,21-LUMBER,496.0,156.0
PRESSURE TREATED/DECKING,UNKNOWN,1X2-10FT PT WEATHERSHIELD,481869,021-020-006-PT BOARDS,021-020-006,21-LUMBER,932083.0,36828.0
BOARDS,363855,1X6-16FT PT ROUGH CORRAL,363855,021-005-004-YELLOW PINE,021-005-004,21-LUMBER,1375.0,0.0
FENCING,UNKNOWN,DIS 4'X8' CEDAR FG SPACED PICKET,1001194319,021-008-018-EVENTS,021-008-018,21-LUMBER,7.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-10FT CEDAR PREMIUM S4S,338538,021-020-010-CEDAR,021-020-010,21-LUMBER,32567.0,1974.0
FENCING,141397,"5""X5""X8' PRO ROUTED LINE POST",254576,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,140189.0,7761.0
DIMENSIONAL LUMBER,186566,DOMINOES GAME KIT,1001197398,021-003-006-KITS & HARDWARE,021-003-006,21-LUMBER,49.0,0.0
FENCING,UNKNOWN,"1""X4""X42"" CEDAR FRENCH GOTHIC PICKET",556262,021-008-006-WRC ALTERNATIVE PICKETS,021-008-006,21-LUMBER,3404352.4,212204.0
PRESSURE TREATED/DECKING,186736,PRESSURE-TREATED 4 IN. X 4 IN. PINE,1000347695,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,290.0,0.0
