C_State_Territory_Code,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_Str_OH_units_wkly,C_sales
TX,0040-SAN ANTONIO,0040,0503-FAIR AVE,0503,24573.0,10042932.809999619
VA,0043-WASHINGTON DC,0043,4660-SPOTSYLVANIA,4660,24764.0,7597516.269999869
HI,0145-OAHU,0145,1706-KAPOLEI,1706,884.0,575997.2099999624
MA,0039-BOSTON/MA/NH,0039,2602-WATERTOWN,2602,13639.0,3578456.679999763
GA,0001-ATLANTA,0001,0154-SANDY SPRINGS,0154,27185.0,4558666.609999944
CA,0021-SAN FRANCISCO BAY,0021,1092-DALY CITY,1092,5049.0,651275.7999999762
TX,0312-MARBLE FALLS,0312,0514-MARBLE FALLS,0514,11999.0,3296035.5599999875
MI,0072-DETROIT,0072,2706-TROY,2706,10974.0,4140614.859999931
LA,0005-NEW ORLEANS,0005,0375-DENHAM SPRINGS,0375,2025.0,159156.72999999975
SC,0057-MYRTLE BEACH,0057,"8580-FLORENCE,SC",8580,2871.0,505063.83000000106
CA,0047-INLAND/DESERT,0047,0665-VICTORVILLE,0665,9042.0,1550223.8099999814
NC,0282-DURHAM/RALEIGH,0282,3620-DURHAM,3620,20963.0,6658238.729999805
VA,0043-WASHINGTON DC,0043,4640-ANNANDALE,4640,24680.0,7309007.339999825
TX,0008-HOUSTON,0008,6806-LITTLE YORK,6806,31631.0,13383927.00000131
TX,0008-HOUSTON,0008,0565-PASADENA,0565,31035.0,14615102.510001173
IL,0075-CHICAGO,0075,1916-DOWNERS GROVE,1916,9505.0,624929.3800000107
TX,0008-HOUSTON,0008,0534-KATY,0534,4961.0,1111646.7599998584
VI,0559-ST CROIX,0559,8622-ST CROIX,8622,33534.42999999999,16805808.69000603
CA,0021-SAN FRANCISCO BAY,0021,0625-SAN LEANDRO,0625,5404.0,991191.4399999031
TX,0008-HOUSTON,0008,1859-ELDORADO-WEBSTER (R0567),1859,32683.0,7515381.500000507
CT,0010-HARTFORD/S CONN,0010,6201-N HAVEN,6201,2165.0,795253.4300000111
AZ,0006-PHOENIX,0006,0458-TEMPE,0458,4951.0,573819.0599999469
LA,0005-NEW ORLEANS,0005,"0374-ALEXANDRIA,LA",0374,1709.0,79501.6700000001
GA,0405-SOUTH GEORGIA,0405,"0155-ALBANY, GA",0155,19383.0,5067046.009999988
WI,0164-MILWAUKEE,0164,4928-E APPLETON,4928,8998.0,2602384.859999984
AK,"0186-ANCHORAGE,ALASKA",0186,1301-ANCHORAGE,1301,3347.0,441587.3299999981
GA,0477-SM-GEORGIA,0477,6888-TOCCOA,6888,17868.0,4869368.799999975
NV,0036-LAS VEGAS,0036,3307-N LAS VEGAS,3307,3917.0,653952.0499999012
TX,0307-ABILENE,0307,6820-BROWNWOOD,6820,16153.0,5184574.579999919
TX,0016-DALLAS/FT WORTH,0016,6504-COIT RD,6504,8308.0,662032.009999987
TX,0016-DALLAS/FT WORTH,0016,6816-OAK CLIFF,6816,5196.0,639802.1299999938
CA,0021-SAN FRANCISCO BAY,0021,0627-EMERYVILLE,0627,6922.0,2167862.9999998845
LA,0005-NEW ORLEANS,0005,0389-BROUSSARD,0389,1055.0,79842.84000000007
NJ,0015-NEW JERSEY,0015,0963-MAHWAH,0963,9614.0,4329866.999999892
MI,0072-DETROIT,0072,2710-DEARBORN HEIGHTS,2710,7929.0,2507635.739999932
CA,0021-SAN FRANCISCO BAY,0021,0642-CAMPBELL,0642,5122.0,1202284.6199998895
FL,0014-JACKSONVILLE,0014,6334-ST AUGUSTINE,6334,3846.0,958456.1199999561
FL,0028-GAINES/OCALA,0028,8447-LADY LAKE,8447,3802.0,3589711.460000061
OH,0139-CLEVELAND,0139,3820-WEST CLEVELAND,3820,6664.0,1193525.1399999904
RI,0039-BOSTON/MA/NH,0039,4285-PROVIDENCE,4285,9697.0,1258816.549999952
ID,0076-UTAH,0076,1804-MERIDIAN,1804,3326.0,813573.6799999898
MT,"0195-BILLINGS, MONTANA",0195,3101-BILLINGS,3101,13124.0,7600194.940000212
TN,0009-KNOXVILLE,0009,0773-SE KNOXVILLE,0773,1875.0,476547.08000000124
TX,0016-DALLAS/FT WORTH,0016,6579-TERRELL,6579,9982.0,808435.7199999898
MN,0101-MINNESOTA,0101,2841-SHAKOPEE,2841,13560.0,3683993.669999867
MN,0585-ALBERT LEA,0585,2832-ALBERT LEA,2832,9150.0,3531915.4799998687
VA,0009-KNOXVILLE,0009,"4658-BRISTOL, VA",4658,4816.0,358416.07000000094
OR,0076-UTAH,0076,"4025-ONTARIO,OR",4025,2959.0,768025.5099999987
OR,0054-PORTLAND,0054,4010-HILLSBORO,4010,3954.0,1342445.099999798
OR,0054-PORTLAND,0054,"4023-WARRENTON,OR",4023,3882.0,900797.9099999157
OH,0237-DAYTON,0237,3862-PIQUA,3862,11064.0,1974815.1799999962
NV,0036-LAS VEGAS,0036,3305-CENTENNIAL PARKWAY,3305,4428.0,861631.7599998474
MD,0043-WASHINGTON DC,0043,2511-WEST FREDERICK,2511,4640.0,647629.4000000083
MO,0109-ST. LOUIS,0109,3034-FLORISSANT,3034,9730.0,2548860.7499999846
OR,0077-CENTRAL OREGON,0077,4008-BEND,4008,2631.0,1104952.6999998346
OR,0542-EUGENE,0542,4003-EUGENE,4003,4389.0,855400.1999998655
FL,0028-GAINES/OCALA,0028,0270-GAINESVILLE,0270,5439.0,3816662.170000201
CT,0010-HARTFORD/S CONN,0010,6223-EAST HAVEN,6223,4999.0,1162774.7399999786
WA,0044-SEA/TAC,0044,4724-TUMWATER,4724,2762.0,1015314.6399998433
SC,0026-COL/GRNVLL/SPTNBG,0026,1126-GREER,1126,3542.0,431211.6599999987
LA,0160-LAKE CHARLES/BEAUMONT,0160,0363-LAKE CHARLES,0363,36588.0,7025516.840000283
NY,0093-ROCHESTER,0093,1244-GREECE,1244,4254.0,648735.489999993
IN,0570-SW INDIANA / LOUISVILLE,0570,2016-NEW ALBANY,2016,22338.0,9446657.890000163
HI,0266-OUTER ISLANDS,0266,1704-KONA,1704,1750.0,361755.25999999855
CA,0029-SACRAMENTO,0029,8571-LINCOLN,8571,5016.0,639672.2499999709
CA,0012-SAN DIEGO,0012,0660-ENCINITAS,0660,10835.0,2487005.3599998374
PA,0068-PENNSYLVANIA,0068,6841-PATTON TWP,6841,12633.0,3079259.63999998
VA,0043-WASHINGTON DC,0043,4618-WINCHESTER,4618,20106.0,5152921.7399998875
TX,0122-LUBBOCK,0122,0505-LUBBOCK,0505,21060.0,4321304.549999979
CA,0021-SAN FRANCISCO BAY,0021,1017-HAYWARD,1017,4588.0,1227858.2499999048
NY,0116-NEW YORK CITY,0116,1249-STATEN ISLAND,1249,9943.0,7033858.4699998675
MI,0072-DETROIT,0072,"2707-ROSEVILLE, MI",2707,11349.0,5837302.249999727
CA,0029-SACRAMENTO,0029,1088-MADERA,1088,6335.0,667778.7399999734
AZ,0134-PRESCOTT,0134,0452-PRESCOTT,0452,6531.0,2305584.0499996482
VA,0335-ROANOKE,0335,4634-CHRISTIANSBURG,4634,4282.0,705911.6399999994
MO,0540-JOPLN,0540,3042-JOPLIN,3042,3803.0,282284.29000000487
NY,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,14756.0,9293738.509999746
TN,0019-NASHVILLE,0019,"0775-SPRING HILL,TN",0775,1367.0,320499.50000000023
TN,0009-KNOXVILLE,0009,0736-OAK RIDGE,0736,1465.0,549788.0500000068
WI,0164-MILWAUKEE,0164,4906-EAST MADISON,4906,10361.0,3309516.4200000684
CA,0029-SACRAMENTO,0029,"0637-FAIRFIELD, CA",0637,4771.0,784681.85999992
IL,0075-CHICAGO,0075,1936-HOMEWOOD,1936,7811.0,467078.7300000029
TX,0016-DALLAS/FT WORTH,0016,0563-IRVING,0563,31110.0,8198796.630000074
CA,0029-SACRAMENTO,0029,0636-ROSEVILLE,0636,7128.0,1272322.1799998784
KY,0115-LOUISVILLE,0115,2316-ELIZABETHTOWN,2316,17432.0,5883171.370000189
NY,0086-ALBANY,0086,1223-SARATOGA SPRINGS,1223,2058.0,540110.5899999908
NJ,0015-NEW JERSEY,0015,0903-S PLAINFIELD,0903,10043.0,3713645.0299999644
TX,0016-DALLAS/FT WORTH,0016,0530-CEDAR HILL,0530,9949.0,688329.8599999934
OH,0156-CINCINNATI,0156,3844-MILFORD,3844,13348.0,6676645.729999761
GA,0001-ATLANTA,0001,6848-LOVEJOY,6848,4077.0,637411.1500000067
PA,0034-PHIL/PA/NJ/DE,0034,4181-MARPLE,4181,4177.0,878031.6799999566
VA,0177-NORFOLK,0177,"4622-PORTSMOUTH, VA",4622,27698.0,6750615.349999834
TX,0016-DALLAS/FT WORTH,0016,0553-GARLAND,0553,20434.0,4206711.020000477
AZ,0006-PHOENIX,0006,0413-SW PHOENIX,0413,5618.0,1022896.4199998777
MD,0043-WASHINGTON DC,0043,2507-OWINGS MILLS,2507,5450.0,952491.9399999973
FL,0003-ORL/MEL/DAYTONA,0003,0233-DAYTONA BEACH,0233,18917.0,6257659.740000062
NM,0073-EL PASO,0073,3516-ALAMOGORDO,3516,8480.0,1959777.6099998406
NJ,0015-NEW JERSEY,0015,0989-CHERRY HILL,0989,5648.0,1575383.1199998364
TX,0016-DALLAS/FT WORTH,0016,8438-BURLESON,8438,25274.0,6141999.400000584
PA,0068-PENNSYLVANIA,0068,4171-BLOOMSBURG,4171,13989.0,4127177.779999939
FL,0002-MIAMI/FTL/WPALM,0002,0284-CORAL SPRINGS,0284,24363.0,5053631.739999871
CA,0047-INLAND/DESERT,0047,0668-MURRIETA,0668,10772.0,1614869.059999962
VA,0043-WASHINGTON DC,0043,4637-STAFFORD,4637,21873.0,5948956.139999869
NH,0260-NEW HAMPSHIRE,0260,3405-NORTH HAMPTON,3405,9974.0,2558554.9099999936
MA,0039-BOSTON/MA/NH,0039,2603-BRIDGEWATER,2603,9078.0,2188404.7299999804
CA,0048-LA,0048,6681-LOMPOC,6681,3259.0,775868.6099999996
SC,0026-COL/GRNVLL/SPTNBG,0026,1108-E SPARTANBURG,1108,2271.0,249038.6400000013
TX,0016-DALLAS/FT WORTH,0016,6589-WYLIE,6589,13997.0,1195469.3899999163
AL,0089-BIRMINGHAM,0089,0881-HOOVER,0881,1764.0,427199.7399999998
CA,0021-SAN FRANCISCO BAY,0021,6652-NAPA,6652,4995.0,1191539.289999898
MN,0101-MINNESOTA,0101,2825-CHASKA,2825,18856.0,4926156.969999756
VA,0177-NORFOLK,0177,4656-S CHESAPEAKE,4656,30191.0,11819219.9999998
CA,0012-SAN DIEGO,0012,8949-POWAY,8949,9258.0,1388403.229999893
FL,0002-MIAMI/FTL/WPALM,0002,0224-BOYNTON BEACH,0224,27156.0,8954810.719999464
NY,0086-ALBANY,0086,1289-AMSTERDAM,1289,2967.0,500940.7799999936
MA,0039-BOSTON/MA/NH,0039,2681-NORWOOD,2681,10435.0,5327872.37999983
PA,0106-PITTSBURGH,0106,4169-MEADVILLE,4169,4581.0,871553.5399999947
IL,0075-CHICAGO,0075,6981-MUNDELEIN,6981,9558.0,1936821.0900000075
TX,0249-LONGVIEW,0249,0513-LUFKIN,0513,2094.0,211211.75999999815
CA,0048-LA,0048,"6614-LAKEWOOD, CA",6614,4199.0,906658.5499999966
WA,0094-SPOKANE,0094,4714-E SPOKANE,4714,3626.0,1560691.9899998202
MA,0039-BOSTON/MA/NH,0039,2623-DANVERS EAST,2623,11772.0,4171199.119999795
TX,0122-LUBBOCK,0122,0561-MIDLAND,0561,16726.0,5138392.749999988
VA,0177-NORFOLK,0177,4613-NEWPORT NEWS,4613,28547.0,7428570.949999934
IL,0075-CHICAGO,0075,1941-WAUKEGAN,1941,10807.0,3884873.17999993
ME,0112-MAINE,0112,"2409-ROCKLAND,ME",2409,4389.0,358728.2800000023
VA,0177-NORFOLK,0177,4643-GENERAL BOOTH,4643,23020.0,11199282.46999966
MD,0043-WASHINGTON DC,0043,"2510-ABERDEEN,MD",2510,4736.0,777791.6599999908
WI,0164-MILWAUKEE,0164,4931-WAUSAU,4931,7979.0,1949364.6999999678
CO,0051-COLORADO,0051,1538-NE COLORADO SPRINGS,1538,12754.0,6931200.569999937
VI,"0337-ST THOMAS,VI",0337,8201-ST THOMAS,8201,38590.07,28807716.54999976
CA,0021-SAN FRANCISCO BAY,0021,1041-W MILPITAS,1041,4431.0,732677.2099999337
NM,0087-ALBUQUERQUE,0087,3517-RIO RANCHO,3517,9684.0,2410682.560000441
VA,0043-WASHINGTON DC,0043,4602-STERLING PARK,4602,19432.0,4896639.169999971
CA,0021-SAN FRANCISCO BAY,0021,0622-SAN JOSE,0622,6451.0,732675.5599999247
TN,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1786.0,371737.3400000014
ID,0094-SPOKANE,0094,1808-LEWISTON,1808,3400.0,880433.1199998648
AZ,0006-PHOENIX,0006,"6862-MESA,AZ",6862,5441.0,1417458.3699998292
CA,0047-INLAND/DESERT,0047,1084-EASTVALE,1084,9261.0,1722916.7599999905
FL,0003-ORL/MEL/DAYTONA,0003,8926-APOPKA,8926,17572.0,6634157.990000096
NY,0093-ROCHESTER,0093,8996-MASSENA,8996,2215.0,221613.02000000136
OK,0058-OKLAHOMA CITY,0058,3907-EDMOND,3907,19884.0,4558556.030000497
MO,0109-ST. LOUIS,0109,3004-MANCHESTER ROAD,3004,12334.0,3123949.500000073
CO,0051-COLORADO,0051,1550-LAKEWOOD-NORTH,1550,8676.0,3093241.04999983
AR,0113-W. LITTLE ROCK,0113,1402-N LITTLE ROCK,1402,2687.0,339510.12000000087
PA,0106-PITTSBURGH,0106,4160-COLLIER,4160,5489.0,710946.1899999978
NJ,0015-NEW JERSEY,0015,0969-FORKED RIVER,0969,13239.0,5099799.309999875
MO,0129-KANSAS CITY,0129,3029-BELTON,3029,2981.0,345470.88000000425
TX,0016-DALLAS/FT WORTH,0016,6571-GRANBURY,6571,18560.0,6130141.190000122
WA,0094-SPOKANE,0094,4739-E KENNEWICK,4739,3702.0,838683.9399998918
CA,0048-LA,0048,6670-CARSON,6670,4220.0,730605.4499999859
TX,0016-DALLAS/FT WORTH,0016,6548-KELLER,6548,26289.0,5459955.150000045
CT,0191-HUDSON VALLEY,0191,6242-STAMFORD,6242,3858.0,607721.7799999983
TX,0016-DALLAS/FT WORTH,0016,0554-N ARLINGTON,0554,16850.0,5685727.909999931
NJ,0015-NEW JERSEY,0015,0953-HACKETTSTOWN,0953,9682.0,4095287.279999948
CA,0029-SACRAMENTO,0029,1068-WOODLAND,1068,4468.0,885391.4999999409
MO,0109-ST. LOUIS,0109,3014-ARNOLD,3014,13596.0,4702925.230000062
MO,0109-ST. LOUIS,0109,3011-SOUTHTOWN,3011,16949.0,6907287.769999977
TX,0008-HOUSTON,0008,6567-SILVERLAKE,6567,31003.0,10662468.520000821
PA,0106-PITTSBURGH,0106,4156-NORTH VERSAILLES,4156,7462.0,768415.4899999957
KY,0115-LOUISVILLE,0115,2307-PRESTON HWY,2307,22857.0,7592961.6700000325
CA,0029-SACRAMENTO,0029,1846-W SACRAMENTO,1846,5524.0,656458.2399999886
IA,0207-OMAHA,0207,2109-COUNCIL BLUFFS,2109,15552.0,3152518.289999967
IL,0075-CHICAGO,0075,1962-JOLIET,1962,10313.0,2011557.419999963
NY,0191-HUDSON VALLEY,0191,1251-CORTLANDT/MOHEGAN,1251,3388.0,911938.0499999453
TN,0327-MEMPHIS,0327,0729-COLLIERVILLE,0729,1167.0,170368.55000000013
CA,0012-SAN DIEGO,0012,1032-IMPERIAL MARKETPLACE,1032,10537.0,3126074.9199998286
NC,0282-DURHAM/RALEIGH,0282,"3661-HILLSBOROUGH,NC",3661,17768.0,6870888.439999926
GA,0001-ATLANTA,0001,"0127-FAYETTEVILLE, GA",0127,4736.0,556765.3599999881
CA,0048-LA,0048,1061-LADERA HEIGHTS,1061,3844.0,695768.4399999891
NH,0260-NEW HAMPSHIRE,0260,8931-SOMERSWORTH,8931,8875.0,4223264.98999988
TX,0249-LONGVIEW,0249,6545-LONGVIEW,6545,2611.0,340221.8099999974
GA,0001-ATLANTA,0001,1777-KENNESAW NORTH,1777,41050.0,15624895.409999138
FL,0004-TAMPA/ST.PETE,0004,0203-LAKE WALES,0203,19799.0,4327214.430000018
AZ,0006-PHOENIX,0006,0489-TEMPE(K),0489,4781.0,1285302.169999829
OH,0139-CLEVELAND,0139,3818-CLEVELAND HEIGHTS,3818,5898.0,727007.6100000134
NY,0066-BUFFALO,0066,1231-SENECA,1231,6972.0,724292.6699999876
AR,0148-FAYETTEVILLE,0148,1404-FORT SMITH,1404,2365.0,382198.56999999785
OK,0058-OKLAHOMA CITY,0058,3913-TULSA CENTRAL,3913,20309.0,5003647.430000319
CA,0048-LA,0048,6673-EL MONTE,6673,6194.0,1476059.249999985
LA,0005-NEW ORLEANS,0005,0378-LA PLACE,0378,2816.0,97616.99999999983
IN,0445-LOUISVILLE TEMP,0445,2010-W EVANSVILLE,2010,18604.0,3070888.44999991
NJ,0015-NEW JERSEY,0015,0975-ABSECON,0975,5242.0,1064487.0799999123
HI,0145-OAHU,0145,1701-HONOLULU,1701,2644.0,1143371.0199999148
MI,0072-DETROIT,0072,2789-TAYLOR WEST,2789,7525.0,587216.2400000108
IL,0075-CHICAGO,0075,1943-CAROL STREAM,1943,6844.0,448895.1800000046
KY,0156-CINCINNATI,0156,2324-CRESCENT SPRINGS,2324,12518.0,4764693.949999887
MD,0043-WASHINGTON DC,0043,2587-GOLDEN RING MALL,2587,4869.0,1418858.7799999395
MA,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,10199.0,4766340.779999802
FL,0002-MIAMI/FTL/WPALM,0002,6322-N MIAMI/BISCAYNE,6322,25505.0,10692320.40999931
CA,0029-SACRAMENTO,0029,1006-MANTECA,1006,5487.0,1153987.3599998842
MI,0513-DETROIT 7 MILE/MEYERS,0513,2781-DETROIT 7 MILE/MEYERS,2781,4203.0,737048.2200000206
AL,0018-MOBILE,0018,0801-W MOBILE,0801,1592.0,133612.8999999999
GA,0001-ATLANTA,0001,0115-TILLY MILL,0115,31182.0,11417724.999999609
WI,0164-MILWAUKEE,0164,4915-BELLEVUE (E GREEN BAY),4915,11334.0,2575759.6399999745
CA,0021-SAN FRANCISCO BAY,0021,1009-HILLSDALE,1009,4331.0,1019991.289999914
FL,0028-GAINES/OCALA,0028,6864-LAKE CITY,6864,3251.0,3201095.0100000957
IN,0570-SW INDIANA / LOUISVILLE,0570,2002-CLARKSVILLE,2002,20433.0,5425571.130000029
IA,0158-DES MOINES,0158,2107-ANKENY,2107,9284.0,2266936.8500000164
MA,0039-BOSTON/MA/NH,0039,"8979-CHELSEA,MA",8979,9696.0,4226719.83999985
OH,0139-CLEVELAND,0139,3827-ELYRIA,3827,4874.0,834046.0000000093
CA,0021-SAN FRANCISCO BAY,0021,6603-E PALO ALTO,6603,4218.0,1190136.6499999037
TX,0163-WACO,0163,6863-TEMPLE,6863,21993.0,6228329.989999469
OH,0592-WSHNGTN CT HS,0592,"3843-WASHINGTON COURTHOUSE,OH",3843,10394.0,4097431.5399999134
UT,0076-UTAH,0076,4402-PARK CENTRE,4402,2679.0,855473.3199999903
TX,0040-SAN ANTONIO,0040,6550-NORTH 281,6550,21906.0,6439390.050000025
TX,0008-HOUSTON,0008,6525-HOUSTON HWY 290,6525,3728.0,585987.0499999761
GA,0023-SAVANNAH/HILTON HEAD,0023,0122-SAVANNAH,0122,10886.0,1213020.9199999522
CA,0048-LA,0048,6893-FULLERTON (RELO 682),6893,4252.0,806097.8699999996
NY,0116-NEW YORK CITY,0116,"6120-MASPETH, NY",6120,7803.0,53803.239999999976
MS,0327-MEMPHIS,0327,8469-OLIVE BRANCH,8469,1296.0,170393.4399999996
KY,0115-LOUISVILLE,0115,2303-LEXINGTON,2303,25846.0,5410382.710000114
HI,0145-OAHU,0145,1702-PEARL CITY,1702,1895.0,661365.8299999764
NY,0066-BUFFALO,0066,1234-N BUFFALO,1234,5315.0,742081.9899999874
IL,0075-CHICAGO,0075,1982-OAKBROOK TERRACE,1982,5584.0,384521.44999999995
IL,0075-CHICAGO,0075,1948-CARPENTERSVILLE,1948,8289.0,1624045.7799999744
NJ,0015-NEW JERSEY,0015,8475-NORTH BERGEN,8475,10692.0,4396231.009999966
OH,0139-CLEVELAND,0139,3806-BROOKLYN,3806,5244.0,876277.8600000072
AL,0089-BIRMINGHAM,0089,0875-INVERNESS,0875,1447.0,409508.6100000006
NY,0373-W 23RD STREET,0373,6175-MANHATTAN WEST 23RD ST,6175,644.0,116073.4400000003
TX,0152-MCALLEN,0152,0516-N MCALLEN,0516,18531.0,6566875.33999994
WI,0605-GRAFTON,0605,4919-GRAFTON,4919,9422.0,2626966.87999994
IL,0075-CHICAGO,0075,1981-WEST NILES,1981,8796.0,2933923.959999977
NY,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,12078.0,6250873.329999853
FL,0002-MIAMI/FTL/WPALM,0002,6341-DAVIE II,6341,24312.0,9938529.909999685
NH,0260-NEW HAMPSHIRE,0260,"3480-SALEM, NH",3480,10178.0,5709653.099999942
NC,0045-CHARLOTTE,0045,3638-CORNELIUS,3638,17734.0,4042687.3300000397
WA,0044-SEA/TAC,0044,4728-GIG HARBOR,4728,3443.0,1312918.4099998702
MN,0101-MINNESOTA,0101,2802-FRIDLEY,2802,12414.0,3156073.059999848
UT,0533-RICHFIELD,0533,4422-RICHFIELD,4422,2838.0,337089.540000001
MD,0043-WASHINGTON DC,0043,2563-WALDORF,2563,5742.0,1158813.859999991
CA,0048-LA,0048,1062-LONG BEACH,1062,4129.0,1077171.5799999833
ME,0112-MAINE,0112,2406-SOUTH PORTLAND,2406,6551.0,797391.9799999881
NV,0036-LAS VEGAS,0036,3322-PAHRUMP,3322,4336.0,631592.7599999057
FL,0014-JACKSONVILLE,0014,0226-SOUTHSIDE,0226,4044.0,481012.41000000807
FL,0028-GAINES/OCALA,0028,1854-GAINESVILLE NE,1854,3585.0,3501543.2000000724
MO,0425-RURAL NORTHERN WEST,0425,3036-KIRKSVILLE,3036,9382.0,2821394.9699999215
WA,0054-PORTLAND,0054,4738-E VANCOUVER,4738,2501.0,952950.9799998759
FL,0003-ORL/MEL/DAYTONA,0003,6323-ORANGE CITY,6323,17397.0,7099849.350000096
TX,0016-DALLAS/FT WORTH,0016,6804-SKILLMAN,6804,9789.0,960409.6599999298
CA,0029-SACRAMENTO,0029,0650-CARMICHAEL,0650,6334.0,1240787.5799998993
KS,0147-WICHITA,0147,2204-E WICHITA,2204,5598.0,612679.1600000061
TN,0327-MEMPHIS,0327,0704-CORDOVA,0704,960.0,215131.3100000003
NY,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,11718.0,3172746.1099998597
UT,0076-UTAH,0076,4421-E SANDY,4421,2905.0,459663.2600000093
GA,0001-ATLANTA,0001,6977-ELLENWOOD,6977,4908.0,741405.3799999838
FL,0004-TAMPA/ST.PETE,0004,0255-SARASOTA,0255,19742.0,8399745.95999971
IN,0603-GREENFIELD,0603,2026-GREENFIELD,2026,13724.0,5634444.859999758
VA,0043-WASHINGTON DC,0043,4617-SPRINGFIELD,4617,23273.0,10444738.39999952
SC,0045-CHARLOTTE,0045,1114-ROCKHILL,1114,24373.0,8633491.729999943
OK,0058-OKLAHOMA CITY,0058,3909-NW OKLAHOMA CITY,3909,21623.0,6033769.4899998335
GA,0001-ATLANTA,0001,0175-TUCKER,0175,32834.0,10308167.789999917
PA,0106-PITTSBURGH,0106,4176-BETHEL PARK,4176,2407.0,157086.1200000003
LA,0005-NEW ORLEANS,0005,0358-COVINGTON,0358,2537.0,175992.72999999905
NC,0045-CHARLOTTE,0045,3608-WENDOVER,3608,38195.0,11243282.779999746
MI,0067-GRAND RAPIDS,0067,2715-KENTWOOD,2715,18536.0,5496450.430000063
NH,0260-NEW HAMPSHIRE,0260,3486-SOUTH MERRIMACK,3486,8587.0,3908307.699999989
OH,0139-CLEVELAND,0139,3804-MAPLE HEIGHTS,3804,5893.0,720554.2900000138
TN,0327-MEMPHIS,0327,0703-TRUSE IN-TOWN,0703,2679.0,301544.6100000019
OK,0058-OKLAHOMA CITY,0058,3906-NORMAN,3906,30164.0,6877429.939999566
LA,0005-NEW ORLEANS,0005,0376-N LAFAYETTE,0376,1977.0,114053.72000000003
KY,0115-LOUISVILLE,0115,2301-HURSTBORNE RD,2301,22218.0,6288932.500000044
IL,0075-CHICAGO,0075,1983-COUNTRYSIDE,1983,11722.0,2904171.3499999302
MA,0039-BOSTON/MA/NH,0039,"2682-AUBURN,MA",2682,13992.0,7944737.169999928
IL,0075-CHICAGO,0075,1987-GLENVIEW,1987,4959.0,401112.8400000059
FL,0002-MIAMI/FTL/WPALM,0002,0283-FT PIERCE,0283,16105.0,2308788.749999946
FL,0471-SMALL LAYOUT,0471,6856-COCONUT GROVE,6856,1043.0,253259.23000000315
NY,0020-LONG ISLAND,0020,1274-HEMPSTEAD,1274,11033.0,5245023.909999879
OK,0058-OKLAHOMA CITY,0058,3911-MIDWEST CITY,3911,22425.0,5735234.979999952
MA,0039-BOSTON/MA/NH,0039,2671-AVON,2671,9681.0,5864858.500000075
CO,0051-COLORADO,0051,1541-MONUMENT,1541,7835.0,4923311.230000076
CA,0048-LA,0048,1052-SAN LUIS OBISPO,1052,5215.0,1120354.2499999653
FL,0050-PANHANDLE,0050,6377-DESTIN,6377,1501.0,236759.7099999995
NC,0057-MYRTLE BEACH,0057,3648-SHALLOTTE,3648,6253.0,685281.1200000041
PA,0034-PHIL/PA/NJ/DE,0034,4121-CONCORD TOWNSHIP,4121,3653.0,675252.7999999834
OR,0054-PORTLAND,0054,4007-JANTZEN BEACH,4007,3838.0,1220083.929999839
NJ,0015-NEW JERSEY,0015,6911-MARLBORO,6911,10701.0,3625732.729999963
NC,0045-CHARLOTTE,0045,3625-ASHEVILLE,3625,24765.0,13020372.3399996
AL,0089-BIRMINGHAM,0089,"0810-JASPER,AL",0810,1476.0,246883.29000000114
TX,0042-AUSTIN,0042,6563-SLAUGHTER LANE,6563,6454.0,813933.3299999753
FL,0002-MIAMI/FTL/WPALM,0002,6871-TITUSVILLE,6871,19515.0,2894826.7799999677
IL,0075-CHICAGO,0075,1989-HOMER TOWNSHIP,1989,9465.0,2378579.729999938
WA,0094-SPOKANE,0094,4727-YAKIMA,4727,3170.0,1067649.3299998601
IL,0075-CHICAGO,0075,6925-SHOREWOOD,6925,8714.0,531320.3000000073
OR,0054-PORTLAND,0054,4014-TROUTDALE,4014,3783.0,1436853.3799997522
CO,0051-COLORADO,0051,"1514-LAKEWOOD, CO",1514,10103.0,3488488.3599999216
TX,0016-DALLAS/FT WORTH,0016,6557-NORTH IRVING,6557,18063.0,2871086.9099998483
OR,0054-PORTLAND,0054,4001-BEAVERTON,4001,2944.0,1385052.1899997564
AZ,0006-PHOENIX,0006,0456-SUPERSTITION,0456,4048.0,1094001.3899998763
TX,0016-DALLAS/FT WORTH,0016,0524-LEWISVILLE,0524,25807.0,6610664.960000314
CA,0048-LA,0048,6628-LAGUNA HILLS,6628,4804.0,480208.24000000383
MI,0587-IRON MTN,0587,2775-IRON MOUNTAIN,2775,11477.0,3658454.9199999636
CA,0029-SACRAMENTO,0029,1014-N FRESNO,1014,4881.0,891296.3399999366
AL,0089-BIRMINGHAM,0089,0806-PRATTVILLE,0806,1484.0,227427.49999999968
CT,0010-HARTFORD/S CONN,0010,6208-SOUTHINGTON,6208,2413.0,553921.2100000054
IN,0276-INDIANAPOLIS,0276,"2019-GREENWOOD,IN",2019,12137.0,2984994.609999964
MI,0067-GRAND RAPIDS,0067,2761-E WYOMING,2761,11679.0,5392397.220000152
